name,full_name,tag,id,base,base_name,second,second_name
TRY/USD,TRY/USD - Turkish Lira US Dollar,try-usd,10290,TRY,Turkish Lira,USD,US Dollar
USD/PLN,USD/PLN - US Dollar Polish Zloty,usd-pln,40,USD,US Dollar,PLN,Polish Zloty
PLN/USD,PLN/USD - Polish Zloty US Dollar,pln-usd,10018,PLN,Polish Zloty,USD,US Dollar
USD/SEK,USD/SEK - US Dollar Swedish Krona,usd-sek,41,USD,US Dollar,SEK,Swedish Krona
SEK/USD,SEK/USD - Swedish Krona US Dollar,sek-usd,10168,SEK,Swedish Krona,USD,US Dollar
USD/DKK,USD/DKK - US Dollar Danish Krone,usd-dkk,43,USD,US Dollar,DKK,Danish Krone
DKK/USD,DKK/USD - Danish Krone US Dollar,dkk-usd,9604,DKK,Danish Krone,USD,US Dollar
USD/NOK,USD/NOK - US Dollar Norwegian Krone,usd-nok,59,USD,US Dollar,NOK,Norwegian Krone
NOK/USD,NOK/USD - Norwegian Krone US Dollar,nok-usd,9882,NOK,Norwegian Krone,USD,US Dollar
USD/HUF,USD/HUF - US Dollar Hungarian Forint,usd-huf,91,USD,US Dollar,HUF,Hungarian Forint
HUF/USD,HUF/USD - Hungarian Forint US Dollar,huf-usd,993169,HUF,Hungarian Forint,USD,US Dollar
USD/CZK,USD/CZK - US Dollar Czech Koruna,usd-czk,103,USD,US Dollar,CZK,Czech Koruna
USD/ALL,USD/ALL - US Dollar Albanian Lek,usd-all,2086,USD,US Dollar,ALL,Albanian Lek
USD/AMD,USD/AMD - US Dollar Armenian Dram,usd-amd,2087,USD,US Dollar,AMD,Armenian Dram
USD/BGN,USD/BGN - US Dollar Bulgarian Lev,usd-bgn,2097,USD,US Dollar,BGN,Bulgarian Lev
USD/EUR,USD/EUR - US Dollar Euro,usd-eur,2124,USD,US Dollar,EUR,Euro
EUR/USD,EUR/USD - Euro US Dollar,eur-usd,1,EUR,Euro,USD,US Dollar
USD/GBP,USD/GBP - US Dollar British Pound,usd-gbp,2126,USD,US Dollar,GBP,British Pound
GBP/USD,GBP/USD - British Pound US Dollar,gbp-usd,2,GBP,British Pound,USD,US Dollar
USD/GEL,USD/GEL - US Dollar Georgian lari,usd-gel,2127,USD,US Dollar,GEL,Georgian lari
USD/HRK,USD/HRK - US Dollar Croatian Kuna,usd-hrk,2136,USD,US Dollar,HRK,Croatian Kuna
USD/ISK,USD/ISK - US Dollar Icelandic Kr,usd-isk,2141,USD,US Dollar,ISK,Icelandic Kr
USD/MDL,USD/MDL - US Dollar Moldovan Leu,usd-mdl,2157,USD,US Dollar,MDL,Moldovan Leu
USD/MKD,USD/MKD - US Dollar Macedonian Denar,usd-mkd,2160,USD,US Dollar,MKD,Macedonian Denar
USD/RON,USD/RON - US Dollar Romanian Leu,usd-ron,2184,USD,US Dollar,RON,Romanian Leu
USD/RSD,USD/RSD - US Dollar Serbian Dinar,usd-rsd,2185,USD,US Dollar,RSD,Serbian Dinar
USD/RUB,USD/RUB - US Dollar Russian Ruble,usd-rub,2186,USD,US Dollar,RUB,Russian Ruble
RUB/USD,RUB/USD - Russian Ruble US Dollar,rub-usd,10064,RUB,Russian Ruble,USD,US Dollar
USD/UAH,USD/UAH - US Dollar Ukrainian Hryvnia,usd-uah,2208,USD,US Dollar,UAH,Ukrainian Hryvnia
UAH/USD,UAH/USD - Ukrainian Hryvnia US Dollar,uah-usd,993168,UAH,Ukrainian Hryvnia,USD,US Dollar
USD/BYN,USD/BYN - US Dollar Belarusian Ruble,usd-byn,53085,USD,US Dollar,BYN,Belarusian Ruble
BYN/USD,BYN/USD - Belarusian Ruble US Dollar,byn-usd,1073358,BYN,Belarusian Ruble,USD,US Dollar
XAGg/USD,XAGg/USD - Gram Silver US Dollar,xagg-usd,1097522,XAGg,Gram Silver,USD,US Dollar
USD/ZAR,USD/ZAR - US Dollar South African Rand,usd-zar,17,USD,US Dollar,ZAR,South African Rand
ZAR/USD,ZAR/USD - South African Rand US Dollar,zar-usd,10441,ZAR,South African Rand,USD,US Dollar
USD/BIF,USD/BIF - US Dollar Burundian Franc,usd-bif,2099,USD,US Dollar,BIF,Burundian Franc
USD/BWP,USD/BWP - US Dollar Botswana Pula,usd-bwp,2106,USD,US Dollar,BWP,Botswana Pula
USD/DJF,USD/DJF - US Dollar Djiboutian Franc,usd-djf,2117,USD,US Dollar,DJF,Djiboutian Franc
USD/DZD,USD/DZD - US Dollar Algerian Dinar,usd-dzd,2119,USD,US Dollar,DZD,Algerian Dinar
USD/EGP,USD/EGP - US Dollar Egyptian Pound,usd-egp,2122,USD,US Dollar,EGP,Egyptian Pound
EGP/USD,EGP/USD - Egyptian Pound US Dollar,egp-usd,14478,EGP,Egyptian Pound,USD,US Dollar
USD/ETB,USD/ETB - US Dollar Ethiopian Birr,usd-etb,2123,USD,US Dollar,ETB,Ethiopian Birr
USD/GHS,USD/GHS - US Dollar Ghanaian Cedi,usd-ghs,2129,USD,US Dollar,GHS,Ghanaian Cedi
GHS/USD,GHS/USD - Ghanaian Cedi US Dollar,ghs-usd,1809,GHS,Ghanaian Cedi,USD,US Dollar
USD/GMD,USD/GMD - US Dollar Gambian Dalasi,usd-gmd,2131,USD,US Dollar,GMD,Gambian Dalasi
USD/GNF,USD/GNF - US Dollar Guinean Franc,usd-gnf,2132,USD,US Dollar,GNF,Guinean Franc
USD/KES,USD/KES - US Dollar Kenyan Shilling,usd-kes,2143,USD,US Dollar,KES,Kenyan Shilling
USD/KMF,USD/KMF - US Dollar Comorian Franc,usd-kmf,2146,USD,US Dollar,KMF,Comorian Franc
USD/LSL,USD/LSL - US Dollar Lesotho loti,usd-lsl,2152,USD,US Dollar,LSL,Lesotho loti
USD/LYD,USD/LYD - US Dollar Libyan Dinar,usd-lyd,2155,USD,US Dollar,LYD,Libyan Dinar
USD/MAD,USD/MAD - US Dollar Moroccan Dirham,usd-mad,2156,USD,US Dollar,MAD,Moroccan Dirham
USD/MGA,USD/MGA - US Dollar Malagasy Ariary,usd-mga,2158,USD,US Dollar,MGA,Malagasy Ariary
USD/MUR,USD/MUR - US Dollar Mauritian Rupee,usd-mur,2165,USD,US Dollar,MUR,Mauritian Rupee
USD/MWK,USD/MWK - US Dollar Malawian Kwacha,usd-mwk,2167,USD,US Dollar,MWK,Malawian Kwacha
USD/NAD,USD/NAD - US Dollar Namibian Dollar,usd-nad,2170,USD,US Dollar,NAD,Namibian Dollar
USD/NGN,USD/NGN - US Dollar Nigerian Naira,usd-ngn,2171,USD,US Dollar,NGN,Nigerian Naira
USD/RWF,USD/RWF - US Dollar Rwandan Franc,usd-rwf,2187,USD,US Dollar,RWF,Rwandan Franc
USD/SCR,USD/SCR - US Dollar Seychelles Rupee,usd-scr,2189,USD,US Dollar,SCR,Seychelles Rupee
USD/SDG,USD/SDG - US Dollar Sudanese Pound,usd-sdg,2191,USD,US Dollar,SDG,Sudanese Pound
USD/SOS,USD/SOS - US Dollar Somali Shilling,usd-sos,2195,USD,US Dollar,SOS,Somali Shilling
USD/STD,USD/STD - US Dollar São Tomé/Príncipe Dobra,usd-std,2198,USD,US Dollar,STD,São Tomé/Príncipe Dobra
USD/SZL,USD/SZL - US Dollar Swazi Lilangeni,usd-szl,2201,USD,US Dollar,SZL,Swazi Lilangeni
USD/TND,USD/TND - US Dollar Tunisian Dinar,usd-tnd,2203,USD,US Dollar,TND,Tunisian Dinar
USD/TZS,USD/TZS - US Dollar Tanzanian Shilling,usd-tzs,2207,USD,US Dollar,TZS,Tanzanian Shilling
USD/UGX,USD/UGX - US Dollar Ugandan Shilling,usd-ugx,2209,USD,US Dollar,UGX,Ugandan Shilling
USD/XAF,USD/XAF - US Dollar Central African Franc,usd-xaf,2217,USD,US Dollar,XAF,Central African Franc
USD/XOF,USD/XOF - US Dollar West African CFA franc,usd-xof,2220,USD,US Dollar,XOF,West African CFA franc
USD/MZN,USD/MZN - US Dollar Mozambican Metical,usd-mzn,941146,USD,US Dollar,MZN,Mozambican Metical
USD/AOA,USD/AOA - US Dollar Angolan kwanza,usd-aoa,1059868,USD,US Dollar,AOA,Angolan kwanza
USD/ILS,USD/ILS - US Dollar Israeli Shekel,usd-ils,63,USD,US Dollar,ILS,Israeli Shekel
ILS/USD,ILS/USD - Israeli Shekel US Dollar,ils-usd,9723,ILS,Israeli Shekel,USD,US Dollar
USD/AED,USD/AED - US Dollar UAE Dirham,usd-aed,152,USD,US Dollar,AED,UAE Dirham
AED/USD,AED/USD - UAE Dirham US Dollar,aed-usd,9304,AED,UAE Dirham,USD,US Dollar
USD/JOD,USD/JOD - US Dollar Jordan Dinar,usd-jod,153,USD,US Dollar,JOD,Jordan Dinar
JOD/USD,JOD/USD - Jordan Dinar US Dollar,jod-usd,950989,JOD,Jordan Dinar,USD,US Dollar
USD/KWD,USD/KWD - US Dollar Kuwaiti Dinar,usd-kwd,154,USD,US Dollar,KWD,Kuwaiti Dinar
KWD/USD,KWD/USD - Kuwaiti Dinar US Dollar,kwd-usd,950994,KWD,Kuwaiti Dinar,USD,US Dollar
USD/SAR,USD/SAR - US Dollar Saudi Riyal,usd-sar,157,USD,US Dollar,SAR,Saudi Riyal
SAR/USD,SAR/USD - Saudi Riyal US Dollar,sar-usd,10119,SAR,Saudi Riyal,USD,US Dollar
USD/BHD,USD/BHD - US Dollar Baharain Dinar,usd-bhd,2098,USD,US Dollar,BHD,Baharain Dinar
USD/IQD,USD/IQD - US Dollar Iraqi Dinar,usd-iqd,2139,USD,US Dollar,IQD,Iraqi Dinar
USD/IRR,USD/IRR - US Dollar Iranian Rial,usd-irr,2140,USD,US Dollar,IRR,Iranian Rial
USD/LBP,USD/LBP - US Dollar Lebanese Pound,usd-lbp,2150,USD,US Dollar,LBP,Lebanese Pound
USD/OMR,USD/OMR - US Dollar Omani Rial,usd-omr,2175,USD,US Dollar,OMR,Omani Rial
USD/QAR,USD/QAR - US Dollar Qatari Riyal,usd-qar,2182,USD,US Dollar,QAR,Qatari Riyal
USD/SYP,USD/SYP - US Dollar Syrian Pound,usd-syp,2200,USD,US Dollar,SYP,Syrian Pound
USD/YER,USD/YER - US Dollar Yemeni Rial,usd-yer,2222,USD,US Dollar,YER,Yemeni Rial
USD/ANG,USD/ANG - US Dollar Antilles Guilder,usd-ang,2088,USD,US Dollar,ANG,Antilles Guilder
USD/BBD,USD/BBD - US Dollar Barbadian Dollar,usd-bbd,2095,USD,US Dollar,BBD,Barbadian Dollar
USD/BSD,USD/BSD - US Dollar Bahamas Dollar,usd-bsd,2104,USD,US Dollar,BSD,Bahamas Dollar
USD/CUP,USD/CUP - US Dollar Cuban Peso,usd-cup,2114,USD,US Dollar,CUP,Cuban Peso
USD/DOP,USD/DOP - US Dollar Dominican Peso,usd-dop,2118,USD,US Dollar,DOP,Dominican Peso
USD/HTG,USD/HTG - US Dollar Haitian Gourde,usd-htg,2137,USD,US Dollar,HTG,Haitian Gourde
USD/JMD,USD/JMD - US Dollar Jamaican Dollar,usd-jmd,2142,USD,US Dollar,JMD,Jamaican Dollar
USD/TTD,USD/TTD - US Dollar Trinidad Dollar,usd-ttd,2205,USD,US Dollar,TTD,Trinidad Dollar
USD/XCD,USD/XCD - US Dollar East Caribbean Dollar,usd-xcd,2218,USD,US Dollar,XCD,East Caribbean Dollar
KYD/USD,KYD/USD - Cayman Islands Dollar US Dollar,kyd-usd,1932,KYD,Cayman Islands...,USD,US Dollar
USD/ARS,USD/ARS - US Dollar Argentinian Peso,usd-ars,2090,USD,US Dollar,ARS,Argentinian Peso
ARS/USD,ARS/USD - Argentinian Peso US Dollar,ars-usd,9357,ARS,Argentinian Peso,USD,US Dollar
USD/BOB,USD/BOB - US Dollar Bolivian Boliviano,usd-bob,2102,USD,US Dollar,BOB,Bolivian Boliviano
BOB/USD,BOB/USD - Bolivian Boliviano US Dollar,bob-usd,11762,BOB,Bolivian Boliviano,USD,US Dollar
USD/BRL,USD/BRL - US Dollar Brazil Real,usd-brl,2103,USD,US Dollar,BRL,Brazil Real
BRL/USD,BRL/USD - Brazil Real US Dollar,brl-usd,1516,BRL,Brazil Real,USD,US Dollar
USD/CLP,USD/CLP - US Dollar Chilean Peso,usd-clp,2110,USD,US Dollar,CLP,Chilean Peso
CLP/USD,CLP/USD - Chilean Peso US Dollar,clp-usd,11758,CLP,Chilean Peso,USD,US Dollar
USD/COP,USD/COP - US Dollar Colombian Peso,usd-cop,2112,USD,US Dollar,COP,Colombian Peso
COP/USD,COP/USD - Colombian Peso US Dollar,cop-usd,11759,COP,Colombian Peso,USD,US Dollar
USD/PEN,USD/PEN - US Dollar Peru Sol,usd-pen,2177,USD,US Dollar,PEN,Peru Sol
PEN/USD,PEN/USD - Peru Sol US Dollar,pen-usd,11760,PEN,Peru Sol,USD,US Dollar
USD/PYG,USD/PYG - US Dollar Paraguayan Guarani,usd-pyg,2181,USD,US Dollar,PYG,Paraguayan Guarani
PYG/USD,PYG/USD - Paraguayan Guarani US Dollar,pyg-usd,11757,PYG,Paraguayan Guarani,USD,US Dollar
USD/UYU,USD/UYU - US Dollar Uruguayan Peso,usd-uyu,2210,USD,US Dollar,UYU,Uruguayan Peso
UYU/USD,UYU/USD - Uruguayan Peso US Dollar,uyu-usd,11756,UYU,Uruguayan Peso,USD,US Dollar
USD/AUD,USD/AUD - US Dollar Australian Dollar,usd-aud,2091,USD,US Dollar,AUD,Australian Dollar
AUD/USD,AUD/USD - Australian Dollar US Dollar,aud-usd,5,AUD,Australian Dollar,USD,US Dollar
USD/FJD,USD/FJD - US Dollar Fiji Dollar,usd-fjd,2125,USD,US Dollar,FJD,Fiji Dollar
FJD/USD,FJD/USD - Fiji Dollar US Dollar,fjd-usd,1726,FJD,Fiji Dollar,USD,US Dollar
USD/NZD,USD/NZD - US Dollar New Zealand Dollar,usd-nzd,2174,USD,US Dollar,NZD,New Zealand Dollar
NZD/USD,NZD/USD - New Zealand Dollar US Dollar,nzd-usd,8,NZD,New Zealand Dollar,USD,US Dollar
USD/PGK,USD/PGK - US Dollar Papua New Guinean Kina,usd-pgk,2178,USD,US Dollar,PGK,Papua New Guinean Kina
USD/VUV,USD/VUV - US Dollar Vanuatu vatu,usd-vuv,2215,USD,US Dollar,VUV,Vanuatu vatu
USD/XPF,USD/XPF - US Dollar French Pacific Franc,usd-xpf,2221,USD,US Dollar,XPF,French Pacific Franc
USD/TMT,USD/TMT - US Dollar Turkmenistan manat,usd-tmt,1089299,USD,US Dollar,TMT,Turkmenistan manat
XBR/USD,XBR/USD - Brent Spot US Dollar,xbr-usd,1081628,XBR,Brent Spot,USD,US Dollar
USD/BZD,USD/BZD - US Dollar Belize Dollar,usd-bzd,2108,USD,US Dollar,BZD,Belize Dollar
USD/CRC,USD/CRC - US Dollar Costa Rican Colon,usd-crc,2113,USD,US Dollar,CRC,Costa Rican Colon
USD/GTQ,USD/GTQ - US Dollar Guatemalan Quetzal,usd-gtq,2133,USD,US Dollar,GTQ,Guatemalan Quetzal
USD/HNL,USD/HNL - US Dollar Honduran Lempira,usd-hnl,2135,USD,US Dollar,HNL,Honduran Lempira
USD/NIO,USD/NIO - US Dollar Nicaraguan Córdoba,usd-nio,2172,USD,US Dollar,NIO,Nicaraguan Córdoba
NIO/USD,NIO/USD - Nicaraguan Córdoba US Dollar,nio-usd,11761,NIO,Nicaraguan Córdoba,USD,US Dollar
USD/PAB,USD/PAB - US Dollar Panamanian Balboa,usd-pab,2176,USD,US Dollar,PAB,Panamanian Balboa
USD/SVC,USD/SVC - US Dollar El Salvador Colon,usd-svc,2199,USD,US Dollar,SVC,El Salvador Colon
EUR/BZD,EUR/BZD - Euro Belize Dollar,eur-bzd,1621,EUR,Euro,BZD,Belize Dollar
EUR/CRC,EUR/CRC - Euro Costa Rican Colon,eur-crc,1625,EUR,Euro,CRC,Costa Rican Colon
GBP/CRC,GBP/CRC - British Pound Costa Rican Colon,gbp-crc,1742,GBP,British Pound,CRC,Costa Rican Colon
EUR/SVC,EUR/SVC - Euro El Salvador Colon,eur-svc,1702,EUR,Euro,SVC,El Salvador Colon
EUR/GTQ,EUR/GTQ - Euro Guatemalan Quetzal,eur-gtq,1641,EUR,Euro,GTQ,Guatemalan Quetzal
GBP/GTQ,GBP/GTQ - British Pound Guatemalan Quetzal,gbp-gtq,1755,GBP,British Pound,GTQ,Guatemalan Quetzal
EUR/HNL,EUR/HNL - Euro Honduran Lempira,eur-hnl,1642,EUR,Euro,HNL,Honduran Lempira
GBP/HNL,GBP/HNL - British Pound Honduran Lempira,gbp-hnl,1756,GBP,British Pound,HNL,Honduran Lempira
EUR/NIO,EUR/NIO - Euro Nicaraguan Córdoba,eur-nio,1678,EUR,Euro,NIO,Nicaraguan Córdoba
GBP/NIO,GBP/NIO - British Pound Nicaraguan Córdoba,gbp-nio,1781,GBP,British Pound,NIO,Nicaraguan Córdoba
EUR/PAB,EUR/PAB - Euro Panamanian Balboa,eur-pab,1681,EUR,Euro,PAB,Panamanian Balboa
CHF/PAB,CHF/PAB - Swiss Franc Panamanian Balboa,chf-pab,9559,CHF,Swiss Franc,PAB,Panamanian Balboa
DKK/PAB,DKK/PAB - Danish Krone Panamanian Balboa,dkk-pab,9597,DKK,Danish Krone,PAB,Panamanian Balboa
GBP/PAB,GBP/PAB - British Pound Panamanian Balboa,gbp-pab,9610,GBP,British Pound,PAB,Panamanian Balboa
NOK/PAB,NOK/PAB - Norwegian Krone Panamanian Balboa,nok-pab,9870,NOK,Norwegian Krone,PAB,Panamanian Balboa
PLN/PAB,PLN/PAB - Polish Zloty Panamanian Balboa,pln-pab,10006,PLN,Polish Zloty,PAB,Panamanian Balboa
SEK/PAB,SEK/PAB - Swedish Krona Panamanian Balboa,sek-pab,10157,SEK,Swedish Krona,PAB,Panamanian Balboa
TRY/PAB,TRY/PAB - Turkish Lira Panamanian Balboa,try-pab,10278,TRY,Turkish Lira,PAB,Panamanian Balboa
AED/PAB,AED/PAB - UAE Dirham Panamanian Balboa,aed-pab,9324,AED,UAE Dirham,PAB,Panamanian Balboa
ILS/PAB,ILS/PAB - Israeli Shekel Panamanian Balboa,ils-pab,9710,ILS,Israeli Shekel,PAB,Panamanian Balboa
SAR/PAB,SAR/PAB - Saudi Riyal Panamanian Balboa,sar-pab,10108,SAR,Saudi Riyal,PAB,Panamanian Balboa
ARS/PAB,ARS/PAB - Argentinian Peso Panamanian Balboa,ars-pab,9377,ARS,Argentinian Peso,PAB,Panamanian Balboa
BRL/PAB,BRL/PAB - Brazil Real Panamanian Balboa,brl-pab,9441,BRL,Brazil Real,PAB,Panamanian Balboa
AUD/PAB,AUD/PAB - Australian Dollar Panamanian Balboa,aud-pab,9409,AUD,Australian Dollar,PAB,Panamanian Balboa
NZD/PAB,NZD/PAB - New Zealand Dollar Panamanian Balboa,nzd-pab,9911,NZD,New Zealand Dollar,PAB,Panamanian Balboa
CNY/PAB,CNY/PAB - Chinese Yuan Panamanian Balboa,cny-pab,9524,CNY,Chinese Yuan,PAB,Panamanian Balboa
HKD/PAB,HKD/PAB - Hong Kong Dollar Panamanian Balboa,hkd-pab,9642,HKD,Hong Kong Dollar,PAB,Panamanian Balboa
SGD/PAB,SGD/PAB - Singapore Dollar Panamanian Balboa,sgd-pab,10196,SGD,Singapore Dollar,PAB,Panamanian Balboa
TWD/PAB,TWD/PAB - Taiwan Dollar Panamanian Balboa,twd-pab,10329,TWD,Taiwan Dollar,PAB,Panamanian Balboa
ZAR/PAB,ZAR/PAB - South African Rand Panamanian Balboa,zar-pab,10432,ZAR,South African Rand,PAB,Panamanian Balboa
ARS/BRL,ARS/BRL - Argentinian Peso Brazil Real,ars-brl,1473,ARS,Argentinian Peso,BRL,Brazil Real
BRL/ARS,BRL/ARS - Brazil Real Argentinian Peso,brl-ars,1505,BRL,Brazil Real,ARS,Argentinian Peso
ARS/CLP,ARS/CLP - Argentinian Peso Chilean Peso,ars-clp,9334,ARS,Argentinian Peso,CLP,Chilean Peso
CLP/ARS,CLP/ARS - Chilean Peso Argentinian Peso,clp-ars,10451,CLP,Chilean Peso,ARS,Argentinian Peso
ARS/PYG,ARS/PYG - Argentinian Peso Paraguayan Guarani,ars-pyg,10446,ARS,Argentinian Peso,PYG,Paraguayan Guarani
PYG/ARS,PYG/ARS - Paraguayan Guarani Argentinian Peso,pyg-ars,10452,PYG,Paraguayan Guarani,ARS,Argentinian Peso
ARS/UYU,ARS/UYU - Argentinian Peso Uruguayan Peso,ars-uyu,10447,ARS,Argentinian Peso,UYU,Uruguayan Peso
UYU/ARS,UYU/ARS - Uruguayan Peso Argentinian Peso,uyu-ars,10453,UYU,Uruguayan Peso,ARS,Argentinian Peso
ARS/COP,ARS/COP - Argentinian Peso Colombian Peso,ars-cop,10448,ARS,Argentinian Peso,COP,Colombian Peso
COP/ARS,COP/ARS - Colombian Peso Argentinian Peso,cop-ars,10454,COP,Colombian Peso,ARS,Argentinian Peso
ARS/PEN,ARS/PEN - Argentinian Peso Peru Sol,ars-pen,10449,ARS,Argentinian Peso,PEN,Peru Sol
PEN/ARS,PEN/ARS - Peru Sol Argentinian Peso,pen-ars,10455,PEN,Peru Sol,ARS,Argentinian Peso
ARS/BOB,ARS/BOB - Argentinian Peso Bolivian Boliviano,ars-bob,10450,ARS,Argentinian Peso,BOB,Bolivian Boliviano
BOB/ARS,BOB/ARS - Bolivian Boliviano Argentinian Peso,bob-ars,10456,BOB,Bolivian Boliviano,ARS,Argentinian Peso
ARS/HKD,ARS/HKD - Argentinian Peso Hong Kong Dollar,ars-hkd,1478,ARS,Argentinian Peso,HKD,Hong Kong Dollar
HKD/ARS,HKD/ARS - Hong Kong Dollar Argentinian Peso,hkd-ars,1812,HKD,Hong Kong Dollar,ARS,Argentinian Peso
ARS/JPY,ARS/JPY - Argentinian Peso Japanese Yen,ars-jpy,1479,ARS,Argentinian Peso,JPY,Japanese Yen
JPY/ARS,JPY/ARS - Japanese Yen Argentinian Peso,jpy-ars,1888,JPY,Japanese Yen,ARS,Argentinian Peso
ARS/CNY,ARS/CNY - Argentinian Peso Chinese Yuan,ars-cny,9335,ARS,Argentinian Peso,CNY,Chinese Yuan
CNY/ARS,CNY/ARS - Chinese Yuan Argentinian Peso,cny-ars,9489,CNY,Chinese Yuan,ARS,Argentinian Peso
ARS/INR,ARS/INR - Argentinian Peso Indian Rupee,ars-inr,9342,ARS,Argentinian Peso,INR,Indian Rupee
ARS/KRW,ARS/KRW - Argentinian Peso Korean Won,ars-krw,9344,ARS,Argentinian Peso,KRW,Korean Won
ARS/PHP,ARS/PHP - Argentinian Peso Philippine Peso,ars-php,9348,ARS,Argentinian Peso,PHP,Philippine Peso
ARS/PKR,ARS/PKR - Argentinian Peso Pakistani Rupee,ars-pkr,9349,ARS,Argentinian Peso,PKR,Pakistani Rupee
ARS/SGD,ARS/SGD - Argentinian Peso Singapore Dollar,ars-sgd,9354,ARS,Argentinian Peso,SGD,Singapore Dollar
SGD/ARS,SGD/ARS - Singapore Dollar Argentinian Peso,sgd-ars,2025,SGD,Singapore Dollar,ARS,Argentinian Peso
ARS/THB,ARS/THB - Argentinian Peso Thai Baht,ars-thb,9355,ARS,Argentinian Peso,THB,Thai Baht
THB/ARS,THB/ARS - Thai Baht Argentinian Peso,thb-ars,10209,THB,Thai Baht,ARS,Argentinian Peso
ARS/LKR,ARS/LKR - Argentinian Peso Sri Lankan Rupee,ars-lkr,9371,ARS,Argentinian Peso,LKR,Sri Lankan Rupee
ARS/NPR,ARS/NPR - Argentinian Peso Nepalese Rupee,ars-npr,9376,ARS,Argentinian Peso,NPR,Nepalese Rupee
ARS/IDR,ARS/IDR - Argentinian Peso Indonesian Rupiah,ars-idr,9379,ARS,Argentinian Peso,IDR,Indonesian Rupiah
ARS/MYR,ARS/MYR - Argentinian Peso Malaysian Ringgit,ars-myr,9380,ARS,Argentinian Peso,MYR,Malaysian Ringgit
ARS/TWD,ARS/TWD - Argentinian Peso Taiwan Dollar,ars-twd,9382,ARS,Argentinian Peso,TWD,Taiwan Dollar
TWD/ARS,TWD/ARS - Taiwan Dollar Argentinian Peso,twd-ars,10296,TWD,Taiwan Dollar,ARS,Argentinian Peso
ARS/AED,ARS/AED - Argentinian Peso UAE Dirham,ars-aed,9330,ARS,Argentinian Peso,AED,UAE Dirham
AED/ARS,AED/ARS - UAE Dirham Argentinian Peso,aed-ars,9275,AED,UAE Dirham,ARS,Argentinian Peso
ARS/ILS,ARS/ILS - Argentinian Peso Israeli Shekel,ars-ils,9341,ARS,Argentinian Peso,ILS,Israeli Shekel
ILS/ARS,ILS/ARS - Israeli Shekel Argentinian Peso,ils-ars,9674,ILS,Israeli Shekel,ARS,Argentinian Peso
ARS/SAR,ARS/SAR - Argentinian Peso Saudi Riyal,ars-sar,9352,ARS,Argentinian Peso,SAR,Saudi Riyal
SAR/ARS,SAR/ARS - Saudi Riyal Argentinian Peso,sar-ars,10070,SAR,Saudi Riyal,ARS,Argentinian Peso
ARS/BHD,ARS/BHD - Argentinian Peso Baharain Dinar,ars-bhd,9363,ARS,Argentinian Peso,BHD,Baharain Dinar
ARS/JOD,ARS/JOD - Argentinian Peso Jordan Dinar,ars-jod,9365,ARS,Argentinian Peso,JOD,Jordan Dinar
ARS/OMR,ARS/OMR - Argentinian Peso Omani Rial,ars-omr,9367,ARS,Argentinian Peso,OMR,Omani Rial
ARS/QAR,ARS/QAR - Argentinian Peso Qatari Riyal,ars-qar,9368,ARS,Argentinian Peso,QAR,Qatari Riyal
ARS/LBP,ARS/LBP - Argentinian Peso Lebanese Pound,ars-lbp,9374,ARS,Argentinian Peso,LBP,Lebanese Pound
ARS/AUD,ARS/AUD - Argentinian Peso Australian Dollar,ars-aud,9331,ARS,Argentinian Peso,AUD,Australian Dollar
AUD/ARS,AUD/ARS - Australian Dollar Argentinian Peso,aud-ars,1484,AUD,Australian Dollar,ARS,Argentinian Peso
ARS/NZD,ARS/NZD - Argentinian Peso New Zealand Dollar,ars-nzd,9347,ARS,Argentinian Peso,NZD,New Zealand Dollar
NZD/ARS,NZD/ARS - New Zealand Dollar Argentinian Peso,nzd-ars,9889,NZD,New Zealand Dollar,ARS,Argentinian Peso
ARS/CHF,ARS/CHF - Argentinian Peso Swiss Franc,ars-chf,9333,ARS,Argentinian Peso,CHF,Swiss Franc
CHF/ARS,CHF/ARS - Swiss Franc Argentinian Peso,chf-ars,1541,CHF,Swiss Franc,ARS,Argentinian Peso
ARS/CZK,ARS/CZK - Argentinian Peso Czech Koruna,ars-czk,9336,ARS,Argentinian Peso,CZK,Czech Koruna
ARS/DKK,ARS/DKK - Argentinian Peso Danish Krone,ars-dkk,9337,ARS,Argentinian Peso,DKK,Danish Krone
DKK/ARS,DKK/ARS - Danish Krone Argentinian Peso,dkk-ars,9571,DKK,Danish Krone,ARS,Argentinian Peso
ARS/EUR,ARS/EUR - Argentinian Peso Euro,ars-eur,9338,ARS,Argentinian Peso,EUR,Euro
EUR/ARS,EUR/ARS - Euro Argentinian Peso,eur-ars,1608,EUR,Euro,ARS,Argentinian Peso
ARS/GBP,ARS/GBP - Argentinian Peso British Pound,ars-gbp,9339,ARS,Argentinian Peso,GBP,British Pound
GBP/ARS,GBP/ARS - British Pound Argentinian Peso,gbp-ars,1729,GBP,British Pound,ARS,Argentinian Peso
ARS/HUF,ARS/HUF - Argentinian Peso Hungarian Forint,ars-huf,9340,ARS,Argentinian Peso,HUF,Hungarian Forint
ARS/ISK,ARS/ISK - Argentinian Peso Icelandic Kr,ars-isk,9343,ARS,Argentinian Peso,ISK,Icelandic Kr
ARS/NOK,ARS/NOK - Argentinian Peso Norwegian Krone,ars-nok,9346,ARS,Argentinian Peso,NOK,Norwegian Krone
